player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls
HP Rinke (ZIM),South Africa,1989-2023,18,18,16,317,72,17.61,0,3,3,118.83,14203,47.47,191,204,56.05,55.88,42,235,33,16,27.91,293,10.84,7.45,31.43,4/30,4347,40,2
Zaheer Ibrahim (QAT),South Africa,2020-2024,24,22,45,317,50,18.64,0,1,12,90.97,15638,38.52,428,311,98.95,69.2,41,262,27,80,20.64,415,46.42,7.76,53.45,4/11,2741,30,9
KS Lokuarachchi (SL),England,1996-2021,27,25,42,315,69,15.00,0,1,6,93.33,1673,44.58,69,916,67.83,98.12,42,293,22,0,53.89,140,46.67,5.45,42.82,5/21,4794,48,7
Abhijeet Ahuja (HUN),India,1990-2023,19,18,33,314,75,18.47,0,2,12,141.68,13099,25.96,449,847,57.94,82.2,36,241,35,45,44.8,258,11.88,4.92,25.17,6/29,4557,33,2
NJ Ferraby (JER),Pakistan,1984-2021,18,18,30,314,81*,18.47,0,1,19,60.02,17206,52.03,92,227,76.51,86.96,19,287,9,42,86.0,532,38.37,3.55,24.62,6/13,426,41,2
Jaker Ali (BAN),Afghanistan,1987-2023,20,19,47,314,68,24.15,0,2,15,127.87,1667,64.89,70,1936,73.09,50.11,21,185,0,58,56.83,148,47.92,4.65,51.89,5/39,1063,2,5
AM Kimote (TAN),England,1985-2021,67,40,38,314,32,14.95,0,0,16,60.54,6224,66.49,201,956,76.31,98.05,15,65,35,1,83.33,0,38.89,6.01,37.11,2/12,4528,45,0
Mohamed Azzam (MDV),West Indies,2017-2021,43,39,25,314,25,9.23,0,0,0,100.39,3598,49.21,97,153,54.4,91.91,23,153,45,99,56.1,230,46.91,3.84,53.98,1/13,4103,18,2
Osama Mahmood (SUI),Afghanistan,2007-2024,15,14,3,314,58*,26.16,0,2,0,76.31,8957,28.3,63,161,82.13,54.82,33,47,5,48,29.12,404,46.46,8.6,54.41,1/26,1875,28,8
PA Raikes (GIBR),Sri Lanka,1997-2023,15,15,40,314,74*,24.15,0,2,11,107.02,16198,61.35,321,1066,91.66,75.93,22,283,28,93,86.93,488,28.65,8.7,51.97,7/35,2566,14,0
Mustafizur Rahman (BAN),West Indies,1998-2023,225,105,38,313,20,5.69,0,0,7,139.06,765,65.15,329,583,60.28,50.89,46,116,16,98,24.23,412,17.47,4.22,45.69,1/44,3145,3,0
SK Patel (USA),Pakistan,1988-2022,10,10,23,313,70,34.77,0,2,10,97.06,11133,56.54,438,72,65.5,53.37,40,146,0,49,23.17,286,28.56,8.31,30.75,3/14,4211,2,4
CF Tlali (LES),Australia,2009-2022,23,22,7,312,42,14.85,0,0,11,149.49,3367,32.86,174,215,55.71,76.37,0,117,43,1,24.26,125,39.96,7.82,14.96,3/33,741,12,5
J Hardstaff snr (ENG),South Africa,2000-2024,5,10,8,311,72,31.10,0,3,1,91.21,15907,33.6,240,1721,54.58,66.1,17,199,41,0,30.28,495,28.68,8.27,38.79,4/15,2293,31,1
Khizer Ahmed (NOR),Bangladesh,1999-2024,17,16,46,311,57*,23.92,0,1,8,70.65,18243,35.86,161,1378,74.89,63.16,25,76,48,37,44.03,507,34.29,5.12,19.72,3/27,4694,36,5
Muhammad Kashif (KUW),Sri Lanka,1994-2021,21,18,4,311,53,22.21,0,2,9,118.36,6769,46.39,129,1489,90.89,51.19,18,103,5,87,63.36,478,23.81,5.67,45.71,7/15,1217,47,2
G Cook (ENG),Sri Lanka,2001-2022,13,19,31,309,66,16.26,0,2,2,88.18,13583,37.06,146,1682,61.57,87.43,19,118,33,42,28.52,126,13.11,4.51,11.4,4/32,3975,28,5
JA Fitzgerald (GIBR),West Indies,1985-2024,34,29,14,309,28*,19.31,0,0,14,124.16,13082,59.7,17,794,93.01,84.83,25,153,46,85,64.99,589,23.82,7.55,10.69,3/44,4760,16,9
HJ Howarth (NZ),India,1993-2023,39,47,47,309,61,11.44,0,1,2,142.17,16527,49.79,418,1901,94.03,77.37,12,131,8,26,62.48,154,18.26,5.03,14.63,7/22,956,31,1
A Kheterpal (HUN),West Indies,1983-2022,18,18,10,309,42,28.09,0,0,19,71.22,12282,47.7,239,1801,55.93,71.52,27,113,13,40,57.7,350,30.45,8.35,41.55,1/27,4817,35,9
Aqeel Wahid (MAS),South Africa,2009-2023,15,13,45,308,65*,38.50,0,1,2,85.88,5664,32.48,397,1608,74.15,75.74,42,277,22,95,35.23,518,44.06,7.43,11.28,4/50,1938,7,4
DE Budge (SCOT),West Indies,1990-2021,25,21,2,308,46*,20.53,0,0,14,97.64,16160,57.81,456,1893,79.45,89.68,44,131,7,95,73.0,385,18.03,4.97,14.17,6/17,2282,9,6
TM Chappell (AUS),England,1980-2022,23,19,39,308,110,17.11,1,0,17,120.48,4440,26.96,329,1860,79.4,82.68,11,200,45,64,40.56,582,48.81,4.99,32.97,1/23,4859,47,6
SC Joseph (WI),Afghanistan,1998-2024,18,21,37,308,58,15.40,0,1,11,149.04,15700,42.84,283,379,75.45,51.08,13,187,33,67,78.09,233,35.68,3.88,44.36,2/19,3400,22,3
Mujeeb Ur Rahman (AFG),Pakistan,2003-2022,122,55,39,308,64,9.05,0,1,9,107.18,3584,47.22,410,849,75.53,57.84,40,256,7,44,82.26,425,21.89,3.63,56.99,5/20,3052,5,0
W Voce (ENG),West Indies,1989-2021,27,38,11,308,66,13.39,0,1,16,115.63,1528,44.71,463,775,57.52,86.42,41,68,30,95,43.57,524,25.04,4.89,36.4,4/19,3213,42,4
LB Ferbrache (GUE),India,1994-2023,31,24,14,307,55,16.15,0,1,11,110.97,2921,49.36,391,1573,79.49,96.43,28,129,13,75,71.88,121,24.13,8.47,35.83,7/42,4335,6,8
GP Meade (ITA),England,2010-2024,32,25,8,307,59*,17.05,0,1,12,137.77,15079,21.04,78,1709,69.46,73.47,13,150,37,4,37.69,590,15.14,4.8,17.19,4/43,460,17,2
T Tshose (BOT),Pakistan,1986-2021,26,21,0,307,60,20.46,0,1,3,74.49,11571,28.21,315,1472,71.26,54.11,11,243,28,39,87.58,377,35.66,8.03,29.66,1/25,599,9,4
AP Devcich (NZ),New Zealand,2009-2024,16,15,24,306,59,20.40,0,2,17,131.22,5653,33.9,418,838,64.52,99.7,16,91,25,51,45.52,554,19.67,4.22,14.07,2/27,3000,14,8
Imran Tahir (SA/World),Sri Lanka,2016-2021,165,63,9,306,29*,8.74,0,0,4,146.88,7267,36.35,127,1969,89.83,95.48,46,265,22,66,60.68,266,27.43,4.64,53.17,7/18,4031,49,1
Q McMillan (SA),Afghanistan,1986-2024,13,21,14,306,50*,18.00,0,1,9,68.23,7010,28.17,238,1174,54.28,56.2,42,47,34,20,89.65,157,13.52,8.44,24.0,4/26,1528,4,0
DJ Murray (NZ),New Zealand,1991-2023,9,17,4,306,52,19.12,0,1,9,112.04,12436,54.96,25,1865,73.76,59.22,13,199,45,97,66.87,306,31.23,7.53,48.0,3/21,151,37,0
DM Benkenstein (SA),Pakistan,2004-2021,23,20,43,305,69,17.94,0,1,0,100.19,11268,44.06,318,454,76.8,75.74,30,46,26,54,41.65,592,39.85,9.07,48.94,6/20,3507,2,1
GC Dyer (AUS),Sri Lanka,1998-2023,29,19,45,305,60,17.94,0,1,3,107.19,13668,31.59,382,207,55.74,77.1,21,270,46,58,33.85,429,24.67,8.15,59.85,2/49,1723,4,9
JS Foster (ENG),Sri Lanka,2010-2024,23,23,21,304,48,20.26,0,0,1,145.44,11338,47.8,443,1964,56.81,59.51,1,99,22,8,66.91,101,14.8,3.99,15.79,3/45,2318,26,6
DM Richards (WI),Bangladesh,2006-2022,12,14,18,304,69,21.71,0,3,1,125.7,18567,40.19,62,1827,59.78,68.96,1,121,30,89,26.53,279,34.09,3.59,44.78,2/21,2958,4,4
AH Jarvis (AUS),Sri Lanka,2019-2021,11,21,27,303,82,16.83,0,1,10,97.71,17418,29.56,27,1120,91.52,70.21,10,160,14,4,43.88,163,21.72,7.19,47.97,3/40,2073,10,5
AS Samra (PHI),Sri Lanka,1991-2023,15,15,13,303,74*,23.30,0,2,7,92.08,7534,53.88,74,760,50.73,83.27,45,86,11,47,75.16,29,47.63,8.87,31.14,3/13,4633,11,1
HA Varaiya (KENYA),Bangladesh,2018-2024,88,50,9,303,34,13.77,0,0,16,102.88,4040,20.85,385,1493,92.63,99.81,11,211,44,42,21.64,167,26.32,3.79,22.59,4/21,3092,31,7
DP Samaraweera (SL),Sri Lanka,1996-2023,12,18,21,302,49,16.77,0,0,0,81.88,2421,34.63,392,1909,56.31,99.2,26,250,0,80,85.21,12,25.99,6.19,59.36,1/23,1113,49,0
MK Tiwary (IND),Australia,1988-2021,15,13,18,302,104*,25.16,1,1,16,94.72,13582,56.59,16,1052,79.45,76.33,4,268,33,92,81.54,245,16.62,4.43,27.19,6/24,4490,19,6
AJ Turner (AUS),New Zealand,2005-2021,28,21,0,302,84*,20.13,0,1,14,136.85,5135,30.74,104,623,51.95,80.65,4,52,41,12,53.73,276,29.98,7.79,42.99,2/11,4084,15,0
S Veerapathiran (BHR),Afghanistan,1982-2024,43,34,42,302,33*,13.13,0,0,6,124.14,10105,34.22,10,1193,68.13,97.98,46,273,44,91,60.63,502,35.88,8.63,47.68,3/19,1292,32,6
CD Collymore (WI),Pakistan,1986-2021,114,87,45,301,16*,7.00,0,0,9,87.75,11563,40.42,211,206,53.65,94.14,17,160,15,72,71.87,434,29.21,5.04,53.73,2/18,1004,35,7
H Graham (AUS),West Indies,1997-2024,6,10,16,301,107,30.10,2,0,16,75.8,9445,46.89,103,956,79.86,67.08,2,120,49,1,52.18,241,43.76,5.73,18.2,6/30,464,28,8
Saleem Altaf (PAK),England,1995-2021,27,33,35,301,53*,15.05,0,1,19,93.18,9242,23.04,380,453,57.68,83.55,4,21,10,62,46.5,483,43.53,5.14,17.15,6/21,1168,48,8
SI de Saram (SL),Australia,2006-2024,20,18,21,300,39,18.75,0,0,16,66.14,8272,41.57,386,863,57.12,79.58,4,119,16,73,52.66,538,14.74,5.43,47.62,3/42,2246,49,8
PAM Hands (SA),South Africa,2009-2021,7,12,44,300,83,25.00,0,2,3,101.84,9149,23.46,130,1683,68.28,92.36,21,157,9,48,76.7,586,37.84,4.4,31.29,6/43,3912,1,6
Lakshit Gupta (CAM),South Africa,1987-2024,21,21,41,300,55,15.78,0,1,17,131.5,8291,68.49,206,1571,68.04,65.71,2,99,48,26,77.35,114,16.77,8.1,58.18,4/20,3036,45,7
PE McEwan (NZ),Afghanistan,1992-2023,21,22,37,300,41,14.28,0,0,12,83.32,14022,47.57,69,858,71.46,58.34,9,50,3,67,42.71,142,45.37,3.75,46.76,4/33,1922,5,8
Zahir Mohammed (HUN),West Indies,1986-2024,19,17,37,300,78,17.64,0,1,17,101.17,1936,57.92,276,429,50.92,85.07,10,26,31,36,62.78,466,35.13,3.96,50.41,3/33,3445,1,6
G Brown (ENG),Australia,1981-2021,7,12,14,299,84,29.90,0,2,16,98.27,16949,65.04,467,1356,91.21,67.54,5,255,19,12,87.09,40,20.72,3.15,57.72,4/32,4456,37,8
GB Legge (ENG),Australia,2006-2024,5,7,0,299,196,49.83,1,0,18,105.65,6541,62.5,290,1353,77.09,70.4,48,56,6,51,49.96,123,29.44,6.94,38.74,2/48,3641,8,1
R Panchal (ESP),India,1993-2024,22,18,24,299,71*,27.18,0,1,10,98.04,11164,33.52,211,1991,99.61,93.94,39,212,41,55,26.32,137,40.02,4.25,42.82,3/29,4540,9,8
Ashraf Ali (PAK),Sri Lanka,1989-2024,24,17,43,298,65,33.11,0,2,3,97.83,9181,44.61,186,230,89.84,83.86,47,85,22,91,74.14,3,29.75,5.43,13.24,7/44,3489,39,2
DS Bajwa (CAN),England,1999-2023,18,17,3,298,56,18.62,0,2,18,94.15,12428,55.84,445,560,97.72,54.25,39,260,49,43,54.13,569,35.84,8.09,13.71,3/44,1677,11,3
EJ Chatfield (NZ),Bangladesh,2003-2021,157,102,41,298,21*,9.31,0,0,6,86.72,10021,61.64,107,1736,79.49,97.31,14,32,39,56,82.56,349,18.33,6.19,43.14,4/25,1184,7,0
SC Getkate (IRE),Afghanistan,1998-2024,34,28,39,298,30,12.41,0,0,9,121.53,5487,33.0,329,1395,94.28,68.84,9,255,28,32,24.31,96,14.28,3.63,16.49,5/18,1860,8,9
ACB Langton (SA),Pakistan,1997-2021,15,23,35,298,73*,15.68,0,2,4,141.63,1052,28.91,219,81,79.19,65.2,22,183,33,1,86.37,312,23.24,4.73,54.13,1/49,2432,14,3
A Mitchell (ENG),Sri Lanka,1999-2023,6,10,1,298,72,29.80,0,2,12,60.98,1364,28.02,11,1106,51.74,61.49,8,29,35,81,28.55,36,48.94,4.52,57.98,5/17,1985,33,6
W Miyauchi (JPN),West Indies,1993-2023,23,19,43,298,72,18.62,0,2,6,83.07,16377,32.43,495,986,77.32,69.58,35,15,2,35,63.26,37,37.61,8.61,45.58,2/12,3660,40,3
A Shirai-Patmore (JPN),New Zealand,1980-2022,26,21,16,298,38,15.68,0,0,3,110.27,10313,48.69,117,1345,91.43,97.73,33,46,3,81,47.58,170,27.18,4.56,47.56,5/25,4459,35,2
A Limdawala (MWI),Afghanistan,1985-2021,33,21,6,297,54*,18.56,0,1,0,119.0,12977,63.64,400,1803,53.13,72.54,21,41,3,66,54.61,310,48.92,3.11,25.58,2/48,709,40,7
S O'Linn (SA),England,2000-2021,7,12,27,297,98,27.00,0,2,15,93.79,5701,28.04,155,124,54.6,83.84,45,22,45,62,35.33,262,47.76,4.32,25.83,3/18,4960,46,4
N Phillip (WI),Pakistan,1995-2021,10,16,30,297,47,27.00,0,0,12,112.34,8658,64.47,394,222,81.79,50.6,10,170,17,3,81.16,44,49.89,5.3,22.85,1/44,4922,37,3
Arslan Amjad (EST),Afghanistan,2009-2024,19,18,10,296,63,17.41,0,2,12,120.47,12235,30.58,22,239,69.86,83.67,43,132,16,97,65.63,249,18.32,6.27,37.18,5/11,3604,2,6
HMCM Bandara (SL),South Africa,1986-2024,43,31,6,296,43,12.86,0,0,19,144.88,16634,69.52,342,505,60.36,74.08,2,299,12,84,55.84,396,42.85,6.97,38.23,3/32,1735,45,5
DN Crookes (SA),England,2016-2024,32,23,44,296,54,14.80,0,1,3,139.94,8017,26.58,353,1567,80.43,64.33,39,267,10,56,55.71,43,33.99,9.79,28.48,2/16,693,7,7
GE Palmer (AUS),New Zealand,1982-2021,17,25,4,296,48,14.09,0,0,2,74.56,3053,30.82,414,524,71.37,82.89,11,121,48,61,77.08,232,11.95,3.19,48.16,7/43,207,39,4
M Podosky (PHI),Sri Lanka,1983-2023,23,23,32,296,41,14.80,0,0,3,134.41,14821,53.98,191,910,57.81,69.88,43,274,10,62,65.09,157,37.23,9.05,41.9,2/40,477,31,0
RS Cunis (NZ),India,2000-2023,20,31,17,295,51,12.82,0,1,8,96.02,18408,48.2,395,542,65.24,82.62,40,289,24,9,23.82,464,24.08,7.77,13.21,6/40,3900,23,0
DF Whatmore (AUS),Australia,1987-2024,8,14,45,295,77,21.07,0,2,15,108.81,19418,68.64,96,163,90.26,57.28,5,86,36,71,42.44,398,22.21,8.45,14.69,1/37,230,29,3
HN Ya France (NAM),West Indies,1997-2021,46,31,37,295,52*,17.35,0,1,14,119.72,7991,25.44,230,1462,78.93,81.93,22,52,25,36,71.52,265,27.18,9.18,57.46,3/39,3686,20,3
Zawar Farid (UAE),Bangladesh,1980-2022,28,24,37,295,55,14.75,0,1,6,92.97,14669,61.84,203,784,90.05,83.93,33,255,22,46,20.77,437,39.06,6.23,19.5,2/42,4987,41,2
Z Bimenyimana (RWN),New Zealand,2012-2023,78,53,38,294,30,7.94,0,0,16,62.86,19726,40.03,232,601,78.7,61.07,21,106,19,98,82.03,111,32.42,3.73,21.23,5/18,2671,22,4
GD Drummond (SCOT),Afghanistan,2018-2023,47,27,48,294,35*,14.70,0,0,7,106.47,15261,68.29,485,1120,97.12,94.46,40,229,39,86,58.62,32,31.4,6.21,25.67,6/30,1583,26,0
OC Dawson (SA),Pakistan,1990-2023,9,15,44,293,55,20.92,0,1,14,116.51,17801,48.84,170,1586,79.63,80.45,14,233,48,41,25.52,343,10.9,8.27,24.48,5/33,4473,12,5
Hassan Rasheed (MDV),Bangladesh,1990-2022,32,26,31,293,34,11.72,0,0,17,104.41,18866,64.72,98,314,84.95,75.46,26,173,41,7,78.52,299,30.92,9.82,42.34,5/14,1801,15,3
P Mustard (ENG),South Africa,2002-2021,12,12,14,293,83,24.41,0,1,15,81.07,4625,66.85,286,1746,57.47,67.21,34,14,29,36,41.86,336,15.72,7.4,42.94,5/26,3097,1,3
R Ngarava (ZIM),India,2015-2021,109,59,23,293,35,8.37,0,0,11,135.96,1276,49.49,451,1534,95.68,95.62,0,72,7,64,61.56,160,20.97,4.9,44.47,7/27,2532,27,2
L Amar Singh (IND),Sri Lanka,2016-2024,7,14,9,292,51,22.46,0,1,7,120.01,12135,43.89,35,421,80.56,74.62,46,258,21,9,86.23,351,33.13,5.26,18.74,5/13,2178,38,9
KJ Barnett (ENG),South Africa,2007-2021,5,8,24,291,84,36.37,0,3,6,88.51,3698,29.55,272,145,77.55,92.26,10,254,11,53,64.55,391,37.26,8.47,36.75,6/23,3760,22,3
AO Jones (ENG),Pakistan,2012-2023,12,21,17,291,34,13.85,0,0,16,144.41,8428,59.11,398,677,52.02,54.53,12,144,28,13,44.77,285,44.2,9.98,14.76,6/39,452,48,0
CAK Walton (WI),Sri Lanka,1991-2021,30,29,34,291,40,10.03,0,0,14,134.93,7966,53.11,46,203,83.32,88.9,21,203,1,49,48.05,38,17.16,9.48,44.11,4/14,4372,4,9
AMB Rowan (SA),Pakistan,2015-2022,15,23,25,290,41,17.05,0,0,3,141.79,8644,37.26,439,1236,95.42,97.18,11,222,29,94,81.63,376,20.09,4.56,26.02,4/12,1598,34,3
Aaftab Alam Khan (MLT),South Africa,1991-2024,27,26,35,289,71*,15.21,0,1,3,89.75,12519,37.03,114,631,52.82,52.3,26,221,37,30,51.74,4,49.61,8.37,18.97,4/39,2764,39,9
ARA Murray (SA),Australia,1994-2022,10,14,20,289,109,22.23,1,1,11,63.7,11286,65.84,47,1302,65.86,86.32,43,264,5,4,54.99,194,13.99,7.45,19.68,6/29,4450,39,7
C Tear (SCOT),Afghanistan,2017-2022,15,14,3,289,54*,26.27,0,2,1,103.94,14378,59.48,127,1167,58.63,65.72,10,204,32,26,75.56,227,22.28,5.31,35.18,7/27,1729,44,4
DVP Wright (ENG),Australia,2002-2023,34,39,27,289,45,11.11,0,0,10,145.46,3895,65.79,35,1783,87.62,89.49,32,47,41,33,89.83,245,42.03,8.29,14.61,3/44,3120,7,3
F Banunaek (INA),New Zealand,2001-2022,39,24,38,288,54,13.71,0,1,9,119.44,1458,56.92,498,1278,73.35,91.76,48,57,0,3,49.47,239,31.23,7.7,23.74,5/21,1467,11,1
JAR Blain (SCOT),West Indies,2015-2023,39,28,28,288,41,13.71,0,0,10,106.9,1521,34.45,227,1753,87.5,66.93,40,237,39,20,44.91,240,27.22,8.87,13.33,2/46,1965,13,3
J Broad (GER),West Indies,2009-2023,9,9,25,288,62,41.14,0,3,10,77.35,15665,48.13,104,1874,86.46,52.29,14,117,15,47,32.55,289,37.69,5.68,42.9,1/48,1639,42,6
R Chopra (UAE),England,2016-2024,15,13,10,288,78,26.18,0,2,19,61.48,13257,52.47,125,1188,90.65,69.38,0,110,5,88,73.21,415,26.2,9.2,15.56,3/33,2431,18,9
RM Ellison (ENG),Afghanistan,2018-2023,25,28,47,288,41,12.52,0,0,7,129.45,8242,54.72,182,109,89.85,93.51,10,245,8,99,32.42,268,31.3,5.04,17.67,7/18,4256,41,1
Ameer Saiyed (BOT),India,2013-2022,16,15,11,287,55,19.13,0,1,4,125.14,19023,43.29,238,516,88.77,50.2,19,47,10,55,35.69,464,45.79,8.1,43.69,2/26,3102,2,1
KCG Benjamin (WI),Bangladesh,2016-2024,52,49,49,287,43*,8.44,0,0,1,98.73,8319,51.42,96,1567,98.13,89.2,49,264,13,59,67.78,85,33.88,6.56,38.1,3/50,314,49,2
KM Curran (ZIM),South Africa,1982-2021,11,11,41,287,73,26.09,0,2,15,75.64,9312,44.47,98,210,82.96,70.19,10,165,4,14,87.07,162,20.23,6.97,22.45,1/23,765,7,8
LG Howell (NZ),West Indies,2020-2023,12,12,10,287,68,23.91,0,4,6,139.32,12606,58.06,120,1095,73.82,75.44,46,106,33,39,26.01,59,15.64,3.76,43.33,7/10,2977,39,7
Shamim Hossain (BAN),Bangladesh,1988-2022,23,18,48,287,51,17.93,0,1,16,89.09,8715,68.33,131,1858,55.0,53.61,31,28,41,80,52.31,570,37.53,7.79,58.83,2/37,4915,20,5
A Turay (SLE),Afghanistan,2017-2022,18,18,48,287,78*,17.93,0,1,19,148.05,10495,47.95,168,380,65.72,99.17,32,53,1,54,35.97,516,25.36,7.87,34.19,2/33,886,9,3
A Venkatesh (SWE),Pakistan,2005-2023,16,16,20,287,54,20.50,0,1,14,119.18,17250,25.69,228,186,98.78,89.71,7,241,25,93,88.53,371,38.2,5.34,25.27,6/37,4777,44,0
CJ Bowes (NZ),India,2008-2023,17,17,11,286,54,16.82,0,2,10,81.52,14136,50.03,169,767,81.28,99.03,44,86,38,61,79.7,515,26.22,6.99,17.82,5/12,2181,40,2
SKDT Madusanka (SEY),South Africa,2018-2021,18,16,38,286,50*,23.83,0,1,17,61.66,11979,51.89,477,112,54.81,59.59,29,152,20,3,34.17,320,25.33,3.51,55.26,4/18,4279,48,4
NO Perry (WI),Afghanistan,2005-2024,25,23,33,286,52*,20.42,0,1,13,68.09,15039,59.15,98,112,59.48,62.6,39,16,28,7,74.63,502,22.1,9.67,45.82,7/12,1856,23,1
PT Barton (NZ),West Indies,1999-2022,7,14,33,285,109,20.35,1,1,9,110.14,13330,23.77,85,188,60.09,96.36,30,282,22,92,50.57,437,20.79,9.27,29.07,6/38,4730,8,0
NW Bracken (AUS),Afghanistan,1987-2022,140,47,6,284,37,11.83,0,0,8,123.34,7243,23.42,424,84,69.21,73.62,1,203,43,61,46.6,27,31.37,9.37,55.44,5/36,859,5,5
B Fitchet (GUE),South Africa,2014-2023,14,14,25,284,41,20.28,0,0,16,112.54,13410,50.38,50,124,93.73,79.26,31,228,23,24,66.53,302,22.61,7.69,45.15,2/19,2874,22,5
J Mosca (ITA),South Africa,1989-2021,14,14,14,284,72,21.84,0,2,11,93.0,10220,45.91,484,1781,68.07,61.85,46,80,13,19,33.85,95,49.47,9.72,27.88,7/30,1403,8,9
LP van Troost (NED),India,2005-2022,23,20,9,284,40,15.77,0,0,1,125.7,1845,56.73,33,569,62.15,84.35,46,227,17,88,82.92,578,32.67,8.39,53.12,5/42,3036,3,8
Khurram Nawaz (OMA),England,1999-2022,27,20,36,283,58,20.21,0,1,17,148.81,11092,33.8,345,852,82.68,99.16,19,267,49,91,58.83,155,20.08,4.54,44.75,4/25,3126,18,9
S Gooch (EST),England,2006-2023,9,9,23,282,72*,40.28,0,3,2,92.87,3015,47.6,353,137,62.11,65.61,21,271,39,67,89.24,263,37.25,8.64,22.92,7/39,1237,20,5
N Knights (IOM),Australia,1998-2024,18,17,42,282,69,16.58,0,2,14,81.3,12668,30.72,226,529,70.57,95.53,12,208,20,85,44.74,288,40.17,3.86,10.22,4/37,2742,39,5
Naved Latif (PAK),South Africa,1987-2024,12,13,36,282,113,21.69,1,0,11,66.01,5090,45.79,265,1004,84.15,97.07,45,137,42,41,34.52,173,11.89,9.54,31.75,7/26,2484,22,2
GE Ngegba (SLE),South Africa,2019-2021,23,23,31,282,38*,15.66,0,0,6,72.82,899,51.22,229,1773,78.09,95.02,31,90,33,82,32.05,154,43.57,7.42,40.31,4/41,2339,32,9
AR Whittall (ZIM),Australia,2001-2023,73,53,17,282,29,7.62,0,0,13,100.12,5239,38.37,259,1686,77.92,57.31,23,19,48,89,78.85,459,25.48,8.85,25.07,6/11,2272,23,4
Abdul-Shakoor Rahimzei (GER),New Zealand,1991-2024,26,21,11,281,59,15.61,0,1,15,72.58,18696,39.61,148,1330,53.8,57.43,1,199,12,88,47.97,434,44.49,4.37,34.21,5/48,1148,33,0
Abhishek Ahuja (HUN),New Zealand,1984-2021,17,16,18,281,61,17.56,0,1,4,116.69,17181,53.34,70,257,95.84,56.57,29,47,32,53,82.51,489,28.35,7.47,40.99,5/11,2679,11,9
CPPM Sadun (CYP),Bangladesh,1993-2022,17,16,23,281,52*,21.61,0,1,2,112.32,4875,50.28,361,1971,50.17,66.31,37,183,13,85,31.08,275,41.82,8.36,43.65,2/48,1547,26,0
ARA Chambers (PORT),Pakistan,2019-2021,17,17,34,281,44,17.56,0,0,7,78.88,1116,39.2,55,1098,74.38,51.4,40,172,8,49,78.01,460,26.59,4.0,24.81,3/24,1754,9,6
PB Dassanayake (SL),England,2017-2023,27,27,12,281,36,12.21,0,0,1,117.23,4941,28.83,203,1030,90.85,78.53,9,103,42,53,27.03,157,49.72,4.01,50.65,5/41,3682,26,9
TN Madondo (ZIM),Afghanistan,1996-2023,16,17,16,281,74*,18.73,0,2,13,88.09,3096,37.77,400,1843,84.11,90.02,35,195,22,91,56.67,20,46.49,6.54,13.79,2/47,3793,28,8
FT Mann (ENG),Sri Lanka,1992-2021,5,9,2,281,84,35.12,0,2,19,137.86,2714,69.88,221,1355,89.94,59.39,1,152,39,87,36.75,520,12.74,7.85,49.91,3/20,935,37,9
CAK Rajitha (SL),New Zealand,2009-2022,70,51,18,281,33,8.26,0,0,12,92.34,4823,27.89,211,206,63.02,66.61,10,125,49,53,26.34,529,22.14,9.07,27.02,1/26,2562,8,2
MC Bird (ENG),New Zealand,2018-2023,10,16,21,280,61,18.66,0,2,2,90.13,1961,49.39,85,857,57.82,64.99,4,162,29,89,30.55,505,43.94,5.86,38.02,4/17,1942,2,5
Aminuddin Ramly (MAS),Pakistan,1983-2023,23,21,45,280,41,16.47,0,0,12,60.4,14632,61.4,96,359,73.07,98.33,47,21,35,98,23.19,526,12.98,8.05,51.57,1/38,4677,26,4
RS Sodhi (IND),Afghanistan,2005-2021,18,14,42,280,67,25.45,0,2,10,124.94,14827,61.47,320,1479,96.73,61.41,11,236,26,0,69.54,75,19.4,6.82,27.62,3/42,223,33,1
AR Berenger (QAT/UAE),India,1984-2023,14,14,11,279,66,19.92,0,2,5,149.21,2846,66.64,345,924,74.86,90.52,28,72,25,44,48.08,419,28.88,4.05,57.25,3/50,3112,8,9
TC Bruce (NZ),Pakistan,2004-2023,17,17,20,279,59*,18.60,0,2,15,108.42,14289,53.39,69,1591,96.58,75.57,5,178,45,99,82.73,546,37.81,9.99,52.98,5/37,3272,41,4
Fanyan Mughal (MLT),West Indies,2019-2021,24,23,48,279,56,13.28,0,1,14,70.23,13761,40.05,110,1628,66.02,65.95,38,28,38,74,48.82,154,46.8,9.44,10.81,4/31,4709,31,5
Ijaz Butt (PAK),West Indies,2016-2022,8,16,3,279,58,19.92,0,1,7,127.74,8574,44.26,86,1643,63.4,86.34,38,223,46,41,57.23,417,21.81,8.55,34.46,6/48,1534,19,3
JWH Makepeace (ENG),England,2001-2023,4,8,45,279,117,34.87,1,2,2,143.86,15967,42.61,59,1878,76.96,79.51,39,131,18,70,66.12,352,47.33,4.55,49.59,3/19,4231,49,9
HK Olonga (ZIM),Bangladesh,2017-2022,80,72,32,279,31,5.93,0,0,3,67.08,15820,52.07,397,1008,83.6,66.71,49,287,10,81,49.01,489,10.97,3.82,22.31,4/13,160,4,2
