player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls,strike_rate
Amir Zaib (PORT),Australia,2009-2024,23,20,22,332,45*,19.52,0,0,11,93.61,10750,46.66,453,1151,50.1,64.64,41,167,19,20,48.28,499,37.33,3.32,59.41,3/40,3600,6,2,1443.4782608695652
NO Miller (WI),Afghanistan,2010-2022,60,34,28,332,51,19.52,0,1,2,140.55,15044,35.71,458,66,55.76,98.35,9,52,29,79,30.1,516,45.53,8.91,44.61,2/47,1344,34,5,553.3333333333334
NS Poonia (SCOT),Pakistan,1990-2022,29,28,8,332,67,12.76,0,1,8,131.79,6002,57.68,47,1252,98.53,99.72,27,203,44,44,54.4,489,43.39,6.09,27.72,7/41,4084,35,3,1144.8275862068965
KC Ramamoorthy (INA),Pakistan,2018-2024,24,22,9,332,55,15.80,0,2,5,103.92,7681,47.46,441,1463,87.16,98.82,34,285,29,78,47.97,62,26.11,5.91,56.05,5/23,2363,37,8,1383.3333333333335
Amoluk Singh (GHA),England,1992-2021,15,14,22,332,80*,27.66,0,2,17,114.14,13038,20.05,462,1013,76.1,64.32,38,256,35,2,76.17,586,35.19,5.89,15.25,4/39,4484,9,7,2213.3333333333335
V Sukumaran (UAE),Afghanistan,2004-2022,18,16,18,332,97,20.75,0,2,8,127.82,8900,45.23,438,484,63.47,86.68,11,95,21,52,72.42,583,47.3,5.12,22.04,4/42,2821,28,9,1844.4444444444443
DL Bairstow (ENG),New Zealand,1982-2024,25,27,30,331,59,16.55,0,1,12,66.99,3814,30.28,349,1402,82.33,89.78,44,78,11,24,87.04,278,22.41,3.18,11.12,4/40,2764,33,9,1324.0
S Mukuddem (BER),Sri Lanka,1999-2024,20,18,11,331,57,23.64,0,1,15,96.93,2904,25.19,35,845,83.87,84.67,18,225,48,38,27.1,419,24.34,8.64,22.4,4/29,368,43,0,1655.0
RC Blunt (NZ),South Africa,2010-2022,9,13,2,330,96,27.50,0,1,1,134.82,8429,25.62,336,1529,68.23,93.21,46,224,46,69,21.78,298,39.72,4.39,28.86,7/36,4115,49,7,3666.6666666666665
Faisal Javed (QAT),Afghanistan,1990-2022,15,15,14,330,61,22.00,0,2,3,90.55,5549,38.96,197,952,90.31,68.2,48,149,32,10,53.72,308,26.33,6.65,23.24,1/21,3782,22,9,2200.0
FR Foster (ENG),England,2019-2023,11,15,31,330,71,23.57,0,3,3,106.79,14576,30.92,456,1013,80.0,59.02,8,183,41,54,75.64,286,18.47,6.5,18.13,1/22,3510,19,2,3000.0
VL Mehra (IND),Bangladesh,1982-2023,8,14,42,329,62,25.30,0,2,19,67.67,13214,39.1,347,762,54.06,69.32,12,138,45,63,31.23,229,13.57,4.06,54.24,4/30,4719,40,5,4112.5
PA Nixon (ENG),Australia,2004-2021,20,19,46,328,49,23.42,0,0,8,77.6,1914,21.4,262,1897,76.88,96.32,5,92,7,48,76.33,365,25.3,9.62,58.76,4/21,3010,41,0,1639.9999999999998
RA Sealy (CAY),India,1994-2023,13,13,38,328,73*,27.33,0,2,3,76.27,17316,67.49,139,386,99.04,60.68,22,246,6,29,88.96,415,47.55,7.18,18.26,5/41,1206,26,4,2523.076923076923
BDH Stevens (JER),West Indies,2012-2023,21,21,37,328,44,16.40,0,0,1,139.38,3151,66.55,239,936,59.67,67.83,5,113,28,94,23.88,133,36.92,5.84,40.93,4/24,3893,2,1,1561.904761904762
KD Abeyrathna (NOR),New Zealand,2005-2023,19,18,2,327,46*,21.80,0,0,11,90.31,8836,25.27,473,222,56.88,72.96,38,42,43,86,22.67,206,40.45,7.86,23.02,6/31,1753,40,8,1721.0526315789473
Mohammad Boota (UAE),Pakistan,2008-2024,28,24,43,327,59*,20.43,0,1,14,143.05,13751,38.45,404,1994,94.66,55.32,0,39,22,1,82.34,187,41.53,6.2,13.21,1/46,996,11,7,1167.857142857143
AM Moir (NZ),Afghanistan,1988-2022,17,30,37,327,41*,14.86,0,0,5,123.77,13339,39.82,387,1230,54.34,69.1,20,298,35,28,56.48,100,29.83,9.75,47.95,1/29,417,9,6,1923.5294117647059
HF Wade (SA),New Zealand,1982-2022,10,18,46,327,40*,20.43,0,0,9,134.46,13802,59.9,247,427,76.31,50.71,35,230,40,75,56.58,103,42.86,9.46,24.66,6/33,1179,4,1,3270.0000000000005
Zahoor Elahi (PAK),New Zealand,2007-2022,16,17,43,327,86,20.43,0,3,15,96.54,12008,50.89,252,1223,61.53,70.39,32,95,19,2,63.63,47,33.58,4.77,28.19,5/23,859,2,2,2043.75
AIC Dodemaide (AUS),England,2015-2023,34,31,15,326,50,18.11,0,1,10,65.8,7275,26.97,281,233,91.25,51.95,38,132,3,61,65.08,372,14.34,3.78,53.98,5/47,1978,41,2,958.8235294117646
HR Walsh (USA/WI),Afghanistan,2001-2024,64,31,20,326,46*,15.52,0,0,13,68.81,16590,29.97,435,1833,70.72,82.9,32,21,43,37,43.5,315,16.84,8.73,17.45,6/36,943,48,5,509.375
GM Fullerton (SA),India,2020-2024,7,13,2,325,88,25.00,0,3,8,105.22,12787,20.06,153,711,68.61,65.62,2,169,24,88,76.9,40,44.68,8.52,47.58,2/16,2623,46,0,4642.857142857143
CMH Hathorn (SA),Australia,1995-2024,12,20,29,325,102,17.10,1,0,18,69.3,1019,34.39,13,1913,67.07,80.49,28,244,41,72,35.39,389,42.42,9.6,31.42,3/11,4527,20,0,2708.333333333333
S Thanikaithasan (DEN),South Africa,2011-2023,24,22,7,325,41*,16.25,0,0,19,62.96,11571,66.82,428,1846,79.77,81.15,27,189,29,22,79.23,139,10.11,4.84,15.28,4/42,1283,21,9,1354.1666666666665
G Thomas (AUS),Afghanistan,1997-2022,8,12,10,325,61,29.54,0,3,18,75.51,7879,62.36,241,747,77.1,77.48,18,87,10,22,27.2,231,25.37,7.56,17.61,3/34,4045,0,6,4062.5
AAP Atkinson (ENG),Australia,1991-2021,20,19,39,324,118,21.60,1,0,17,75.1,11776,29.07,366,919,53.21,91.63,44,129,33,32,36.55,446,32.18,9.93,47.82,1/46,2980,39,2,1620.0
D Muhumuza (UGA),Pakistan,1995-2022,32,22,46,324,59*,23.14,0,2,11,111.9,6102,66.2,94,543,72.26,68.42,8,230,41,9,45.35,204,15.29,9.98,15.63,1/13,599,27,0,1012.5
V Rathour (IND),Afghanistan,2000-2021,13,17,38,324,54,19.05,0,2,13,84.77,16232,48.86,352,1045,88.41,91.4,4,67,46,86,25.02,439,13.95,4.98,32.73,7/16,4888,2,3,2492.3076923076924
V Shankar (IND),West Indies,2013-2024,21,12,28,324,46,29.45,0,0,8,64.09,14103,35.0,223,1620,74.09,77.04,29,274,49,7,51.21,428,43.56,7.54,55.06,6/45,3078,41,9,1542.857142857143
EAR de Silva (SL),South Africa,2000-2021,38,36,48,323,50,12.42,0,1,8,149.22,9624,51.5,356,1192,98.38,52.27,46,80,10,8,67.35,277,24.79,7.47,23.3,4/32,181,20,8,850.0
Jasdeep Singh (USA),Australia,1984-2022,60,37,6,323,38,10.09,0,0,17,74.34,12944,31.56,410,390,76.18,81.81,13,103,39,60,36.57,471,47.71,3.61,27.63,6/33,4046,41,3,538.3333333333334
R Lutaaya (UGA),Sri Lanka,1983-2024,20,18,5,323,70,17.94,0,1,0,105.7,15967,34.16,27,1127,98.88,81.57,43,187,0,94,61.93,272,49.94,9.87,12.66,1/17,3897,23,1,1614.9999999999998
TJ Murtagh (IRE),New Zealand,1998-2021,75,47,6,323,54*,10.76,0,1,14,63.76,1749,44.59,465,988,65.1,71.44,46,99,9,61,59.95,94,36.03,3.5,12.86,5/44,1030,47,6,430.6666666666667
Rafiullah (OMA),Pakistan,2005-2022,32,25,15,323,33,14.68,0,0,17,103.82,4580,35.21,420,1736,72.99,89.02,18,123,16,49,32.87,546,47.15,7.98,45.35,2/49,525,38,9,1009.375
CTB Turner (AUS),Pakistan,2001-2022,17,32,2,323,29,11.53,0,0,14,144.5,19311,32.95,416,692,83.37,55.85,31,140,23,44,85.32,505,19.22,8.73,17.79,2/45,4840,45,0,1900.0
KJJ van Noortwijk (NED),Pakistan,1989-2024,9,9,17,322,134*,46.00,1,1,6,92.08,665,52.51,118,1249,88.27,96.27,12,41,36,17,73.8,184,22.42,9.28,28.88,3/30,4859,19,1,3577.777777777778
Tenjin Rabgey (BHU),England,2012-2024,21,21,25,321,57*,16.05,0,2,15,93.09,3396,51.44,385,1447,61.06,51.02,32,283,45,57,39.33,317,27.91,3.58,53.28,2/14,3437,39,5,1528.5714285714287
TS Worthington (ENG),New Zealand,2020-2024,9,11,3,321,128,29.18,1,1,18,72.16,17801,56.71,192,530,57.36,65.77,38,144,40,93,40.52,308,35.4,6.08,40.67,1/34,4582,24,5,3566.6666666666665
DR Brown (ENG/SCOT),Pakistan,2013-2021,27,25,20,320,50*,16.84,0,1,6,87.08,3928,21.83,98,1693,67.57,87.54,19,97,37,66,82.02,295,36.41,8.21,45.71,7/10,3244,44,9,1185.1851851851852
A Mukund (IND),West Indies,2001-2023,7,14,32,320,81,22.85,0,2,12,118.69,5356,20.99,34,697,89.15,65.75,13,177,47,4,72.75,418,28.94,5.8,42.13,3/36,4243,44,1,4571.428571428572
C Munoz-Mills (ESP),Australia,2012-2022,41,28,46,320,33*,26.66,0,0,14,141.77,14999,30.78,135,1691,82.5,67.45,16,281,28,20,40.18,196,37.25,9.75,29.47,4/10,3313,47,6,780.4878048780488
DC Thomas (WI),Bangladesh,1990-2021,34,29,25,320,37,12.80,0,0,5,76.04,8944,48.08,419,1570,86.4,50.09,43,52,15,45,47.16,405,42.99,7.64,57.0,4/32,2326,16,9,941.1764705882354
DM Bess (ENG),Australia,1991-2021,14,19,1,319,57,22.78,0,1,12,61.09,17856,33.75,254,1907,98.3,70.39,43,216,29,13,83.84,573,28.65,3.39,24.27,3/41,4422,34,7,2278.5714285714284
C Brennan (JER),England,2002-2024,23,21,29,319,67*,21.26,0,2,10,141.84,10106,68.13,376,794,92.83,89.43,41,165,0,29,87.29,495,33.17,8.98,28.65,3/36,1057,27,3,1386.9565217391305
JF Crapp (ENG),England,1989-2021,7,13,32,319,56,29.00,0,3,19,63.9,13307,46.46,201,1449,56.26,94.41,47,264,35,1,24.59,97,43.5,3.78,22.53,2/42,4729,18,7,4557.142857142857
HJ Keith (SA),England,1998-2021,8,16,47,318,73,21.20,0,2,10,88.22,5506,42.58,64,1938,56.6,87.14,4,23,27,49,28.4,580,25.59,8.06,24.19,7/13,1481,5,9,3975.0
Muhamad Syahadat (MAS),West Indies,2019-2021,31,25,38,318,41*,24.46,0,0,7,147.69,1404,66.22,363,547,91.51,61.84,46,277,3,52,67.72,573,43.56,7.71,56.7,7/21,1191,6,3,1025.8064516129032
S Pradhan (BHU),Bangladesh,2016-2024,22,21,17,318,59,15.90,0,1,13,136.26,11202,34.2,263,518,72.62,93.06,43,225,25,31,49.92,6,33.03,4.3,18.29,1/30,3979,31,0,1445.4545454545455
Bakhtiar Tahiri (BUL),Afghanistan,1983-2021,14,11,37,317,66,31.70,0,1,16,126.09,2684,43.0,86,1147,58.27,75.16,40,19,9,20,34.17,259,32.92,4.96,53.17,5/48,3506,48,0,2264.285714285714
N Chopra (IND),New Zealand,2010-2024,40,28,3,317,61,14.40,0,1,18,88.09,19923,56.41,118,1107,90.64,56.1,42,191,32,20,36.4,318,39.7,4.36,39.02,1/27,3869,2,6,792.5
SR Clark (AUS),Bangladesh,2014-2024,72,38,20,317,39,13.20,0,0,2,77.89,12130,67.05,489,1891,68.07,95.16,5,99,38,47,21.83,274,24.26,7.79,24.57,3/34,971,41,2,440.27777777777777
HP Rinke (ZIM),South Africa,1989-2023,18,18,16,317,72,17.61,0,3,3,118.83,14203,47.47,191,204,56.05,55.88,42,235,33,16,27.91,293,10.84,7.45,31.43,4/30,4347,40,2,1761.111111111111
Zaheer Ibrahim (QAT),South Africa,2020-2024,24,22,45,317,50,18.64,0,1,12,90.97,15638,38.52,428,311,98.95,69.2,41,262,27,80,20.64,415,46.42,7.76,53.45,4/11,2741,30,9,1320.8333333333335
KS Lokuarachchi (SL),England,1996-2021,27,25,42,315,69,15.00,0,1,6,93.33,1673,44.58,69,916,67.83,98.12,42,293,22,0,53.89,140,46.67,5.45,42.82,5/21,4794,48,7,1166.6666666666665
Abhijeet Ahuja (HUN),India,1990-2023,19,18,33,314,75,18.47,0,2,12,141.68,13099,25.96,449,847,57.94,82.2,36,241,35,45,44.8,258,11.88,4.92,25.17,6/29,4557,33,2,1652.6315789473686
NJ Ferraby (JER),Pakistan,1984-2021,18,18,30,314,81*,18.47,0,1,19,60.02,17206,52.03,92,227,76.51,86.96,19,287,9,42,86.0,532,38.37,3.55,24.62,6/13,426,41,2,1744.4444444444443
Jaker Ali (BAN),Afghanistan,1987-2023,20,19,47,314,68,24.15,0,2,15,127.87,1667,64.89,70,1936,73.09,50.11,21,185,0,58,56.83,148,47.92,4.65,51.89,5/39,1063,2,5,1570.0
AM Kimote (TAN),England,1985-2021,67,40,38,314,32,14.95,0,0,16,60.54,6224,66.49,201,956,76.31,98.05,15,65,35,1,83.33,0,38.89,6.01,37.11,2/12,4528,45,0,468.65671641791045
Mohamed Azzam (MDV),West Indies,2017-2021,43,39,25,314,25,9.23,0,0,0,100.39,3598,49.21,97,153,54.4,91.91,23,153,45,99,56.1,230,46.91,3.84,53.98,1/13,4103,18,2,730.2325581395348
Osama Mahmood (SUI),Afghanistan,2007-2024,15,14,3,314,58*,26.16,0,2,0,76.31,8957,28.3,63,161,82.13,54.82,33,47,5,48,29.12,404,46.46,8.6,54.41,1/26,1875,28,8,2093.3333333333335
PA Raikes (GIBR),Sri Lanka,1997-2023,15,15,40,314,74*,24.15,0,2,11,107.02,16198,61.35,321,1066,91.66,75.93,22,283,28,93,86.93,488,28.65,8.7,51.97,7/35,2566,14,0,2093.3333333333335
Mustafizur Rahman (BAN),West Indies,1998-2023,225,105,38,313,20,5.69,0,0,7,139.06,765,65.15,329,583,60.28,50.89,46,116,16,98,24.23,412,17.47,4.22,45.69,1/44,3145,3,0,139.11111111111111
SK Patel (USA),Pakistan,1988-2022,10,10,23,313,70,34.77,0,2,10,97.06,11133,56.54,438,72,65.5,53.37,40,146,0,49,23.17,286,28.56,8.31,30.75,3/14,4211,2,4,3130.0
CF Tlali (LES),Australia,2009-2022,23,22,7,312,42,14.85,0,0,11,149.49,3367,32.86,174,215,55.71,76.37,0,117,43,1,24.26,125,39.96,7.82,14.96,3/33,741,12,5,1356.5217391304348
J Hardstaff snr (ENG),South Africa,2000-2024,5,10,8,311,72,31.10,0,3,1,91.21,15907,33.6,240,1721,54.58,66.1,17,199,41,0,30.28,495,28.68,8.27,38.79,4/15,2293,31,1,6220.0
Khizer Ahmed (NOR),Bangladesh,1999-2024,17,16,46,311,57*,23.92,0,1,8,70.65,18243,35.86,161,1378,74.89,63.16,25,76,48,37,44.03,507,34.29,5.12,19.72,3/27,4694,36,5,1829.4117647058822
Muhammad Kashif (KUW),Sri Lanka,1994-2021,21,18,4,311,53,22.21,0,2,9,118.36,6769,46.39,129,1489,90.89,51.19,18,103,5,87,63.36,478,23.81,5.67,45.71,7/15,1217,47,2,1480.952380952381
G Cook (ENG),Sri Lanka,2001-2022,13,19,31,309,66,16.26,0,2,2,88.18,13583,37.06,146,1682,61.57,87.43,19,118,33,42,28.52,126,13.11,4.51,11.4,4/32,3975,28,5,2376.923076923077
JA Fitzgerald (GIBR),West Indies,1985-2024,34,29,14,309,28*,19.31,0,0,14,124.16,13082,59.7,17,794,93.01,84.83,25,153,46,85,64.99,589,23.82,7.55,10.69,3/44,4760,16,9,908.8235294117646
HJ Howarth (NZ),India,1993-2023,39,47,47,309,61,11.44,0,1,2,142.17,16527,49.79,418,1901,94.03,77.37,12,131,8,26,62.48,154,18.26,5.03,14.63,7/22,956,31,1,792.3076923076924
A Kheterpal (HUN),West Indies,1983-2022,18,18,10,309,42,28.09,0,0,19,71.22,12282,47.7,239,1801,55.93,71.52,27,113,13,40,57.7,350,30.45,8.35,41.55,1/27,4817,35,9,1716.6666666666667
Aqeel Wahid (MAS),South Africa,2009-2023,15,13,45,308,65*,38.50,0,1,2,85.88,5664,32.48,397,1608,74.15,75.74,42,277,22,95,35.23,518,44.06,7.43,11.28,4/50,1938,7,4,2053.3333333333335
DE Budge (SCOT),West Indies,1990-2021,25,21,2,308,46*,20.53,0,0,14,97.64,16160,57.81,456,1893,79.45,89.68,44,131,7,95,73.0,385,18.03,4.97,14.17,6/17,2282,9,6,1232.0
TM Chappell (AUS),England,1980-2022,23,19,39,308,110,17.11,1,0,17,120.48,4440,26.96,329,1860,79.4,82.68,11,200,45,64,40.56,582,48.81,4.99,32.97,1/23,4859,47,6,1339.1304347826087
SC Joseph (WI),Afghanistan,1998-2024,18,21,37,308,58,15.40,0,1,11,149.04,15700,42.84,283,379,75.45,51.08,13,187,33,67,78.09,233,35.68,3.88,44.36,2/19,3400,22,3,1711.111111111111
Mujeeb Ur Rahman (AFG),Pakistan,2003-2022,122,55,39,308,64,9.05,0,1,9,107.18,3584,47.22,410,849,75.53,57.84,40,256,7,44,82.26,425,21.89,3.63,56.99,5/20,3052,5,0,252.45901639344262
W Voce (ENG),West Indies,1989-2021,27,38,11,308,66,13.39,0,1,16,115.63,1528,44.71,463,775,57.52,86.42,41,68,30,95,43.57,524,25.04,4.89,36.4,4/19,3213,42,4,1140.7407407407406
LB Ferbrache (GUE),India,1994-2023,31,24,14,307,55,16.15,0,1,11,110.97,2921,49.36,391,1573,79.49,96.43,28,129,13,75,71.88,121,24.13,8.47,35.83,7/42,4335,6,8,990.3225806451612
GP Meade (ITA),England,2010-2024,32,25,8,307,59*,17.05,0,1,12,137.77,15079,21.04,78,1709,69.46,73.47,13,150,37,4,37.69,590,15.14,4.8,17.19,4/43,460,17,2,959.375
T Tshose (BOT),Pakistan,1986-2021,26,21,0,307,60,20.46,0,1,3,74.49,11571,28.21,315,1472,71.26,54.11,11,243,28,39,87.58,377,35.66,8.03,29.66,1/25,599,9,4,1180.769230769231
AP Devcich (NZ),New Zealand,2009-2024,16,15,24,306,59,20.40,0,2,17,131.22,5653,33.9,418,838,64.52,99.7,16,91,25,51,45.52,554,19.67,4.22,14.07,2/27,3000,14,8,1912.5
Imran Tahir (SA/World),Sri Lanka,2016-2021,165,63,9,306,29*,8.74,0,0,4,146.88,7267,36.35,127,1969,89.83,95.48,46,265,22,66,60.68,266,27.43,4.64,53.17,7/18,4031,49,1,185.45454545454544
Q McMillan (SA),Afghanistan,1986-2024,13,21,14,306,50*,18.00,0,1,9,68.23,7010,28.17,238,1174,54.28,56.2,42,47,34,20,89.65,157,13.52,8.44,24.0,4/26,1528,4,0,2353.846153846154
DJ Murray (NZ),New Zealand,1991-2023,9,17,4,306,52,19.12,0,1,9,112.04,12436,54.96,25,1865,73.76,59.22,13,199,45,97,66.87,306,31.23,7.53,48.0,3/21,151,37,0,3400.0
DM Benkenstein (SA),Pakistan,2004-2021,23,20,43,305,69,17.94,0,1,0,100.19,11268,44.06,318,454,76.8,75.74,30,46,26,54,41.65,592,39.85,9.07,48.94,6/20,3507,2,1,1326.086956521739
GC Dyer (AUS),Sri Lanka,1998-2023,29,19,45,305,60,17.94,0,1,3,107.19,13668,31.59,382,207,55.74,77.1,21,270,46,58,33.85,429,24.67,8.15,59.85,2/49,1723,4,9,1051.7241379310344
JS Foster (ENG),Sri Lanka,2010-2024,23,23,21,304,48,20.26,0,0,1,145.44,11338,47.8,443,1964,56.81,59.51,1,99,22,8,66.91,101,14.8,3.99,15.79,3/45,2318,26,6,1321.7391304347825
DM Richards (WI),Bangladesh,2006-2022,12,14,18,304,69,21.71,0,3,1,125.7,18567,40.19,62,1827,59.78,68.96,1,121,30,89,26.53,279,34.09,3.59,44.78,2/21,2958,4,4,2533.333333333333
AH Jarvis (AUS),Sri Lanka,2019-2021,11,21,27,303,82,16.83,0,1,10,97.71,17418,29.56,27,1120,91.52,70.21,10,160,14,4,43.88,163,21.72,7.19,47.97,3/40,2073,10,5,2754.5454545454545
AS Samra (PHI),Sri Lanka,1991-2023,15,15,13,303,74*,23.30,0,2,7,92.08,7534,53.88,74,760,50.73,83.27,45,86,11,47,75.16,29,47.63,8.87,31.14,3/13,4633,11,1,2020.0
HA Varaiya (KENYA),Bangladesh,2018-2024,88,50,9,303,34,13.77,0,0,16,102.88,4040,20.85,385,1493,92.63,99.81,11,211,44,42,21.64,167,26.32,3.79,22.59,4/21,3092,31,7,344.3181818181818
DP Samaraweera (SL),Sri Lanka,1996-2023,12,18,21,302,49,16.77,0,0,0,81.88,2421,34.63,392,1909,56.31,99.2,26,250,0,80,85.21,12,25.99,6.19,59.36,1/23,1113,49,0,2516.666666666667
MK Tiwary (IND),Australia,1988-2021,15,13,18,302,104*,25.16,1,1,16,94.72,13582,56.59,16,1052,79.45,76.33,4,268,33,92,81.54,245,16.62,4.43,27.19,6/24,4490,19,6,2013.3333333333333
AJ Turner (AUS),New Zealand,2005-2021,28,21,0,302,84*,20.13,0,1,14,136.85,5135,30.74,104,623,51.95,80.65,4,52,41,12,53.73,276,29.98,7.79,42.99,2/11,4084,15,0,1078.5714285714287
S Veerapathiran (BHR),Afghanistan,1982-2024,43,34,42,302,33*,13.13,0,0,6,124.14,10105,34.22,10,1193,68.13,97.98,46,273,44,91,60.63,502,35.88,8.63,47.68,3/19,1292,32,6,702.3255813953489
CD Collymore (WI),Pakistan,1986-2021,114,87,45,301,16*,7.00,0,0,9,87.75,11563,40.42,211,206,53.65,94.14,17,160,15,72,71.87,434,29.21,5.04,53.73,2/18,1004,35,7,264.03508771929825
H Graham (AUS),West Indies,1997-2024,6,10,16,301,107,30.10,2,0,16,75.8,9445,46.89,103,956,79.86,67.08,2,120,49,1,52.18,241,43.76,5.73,18.2,6/30,464,28,8,5016.666666666666
Saleem Altaf (PAK),England,1995-2021,27,33,35,301,53*,15.05,0,1,19,93.18,9242,23.04,380,453,57.68,83.55,4,21,10,62,46.5,483,43.53,5.14,17.15,6/21,1168,48,8,1114.8148148148148
SI de Saram (SL),Australia,2006-2024,20,18,21,300,39,18.75,0,0,16,66.14,8272,41.57,386,863,57.12,79.58,4,119,16,73,52.66,538,14.74,5.43,47.62,3/42,2246,49,8,1500.0
PAM Hands (SA),South Africa,2009-2021,7,12,44,300,83,25.00,0,2,3,101.84,9149,23.46,130,1683,68.28,92.36,21,157,9,48,76.7,586,37.84,4.4,31.29,6/43,3912,1,6,4285.714285714285
Lakshit Gupta (CAM),South Africa,1987-2024,21,21,41,300,55,15.78,0,1,17,131.5,8291,68.49,206,1571,68.04,65.71,2,99,48,26,77.35,114,16.77,8.1,58.18,4/20,3036,45,7,1428.5714285714287
PE McEwan (NZ),Afghanistan,1992-2023,21,22,37,300,41,14.28,0,0,12,83.32,14022,47.57,69,858,71.46,58.34,9,50,3,67,42.71,142,45.37,3.75,46.76,4/33,1922,5,8,1428.5714285714287
Zahir Mohammed (HUN),West Indies,1986-2024,19,17,37,300,78,17.64,0,1,17,101.17,1936,57.92,276,429,50.92,85.07,10,26,31,36,62.78,466,35.13,3.96,50.41,3/33,3445,1,6,1578.9473684210525
G Brown (ENG),Australia,1981-2021,7,12,14,299,84,29.90,0,2,16,98.27,16949,65.04,467,1356,91.21,67.54,5,255,19,12,87.09,40,20.72,3.15,57.72,4/32,4456,37,8,4271.428571428572
GB Legge (ENG),Australia,2006-2024,5,7,0,299,196,49.83,1,0,18,105.65,6541,62.5,290,1353,77.09,70.4,48,56,6,51,49.96,123,29.44,6.94,38.74,2/48,3641,8,1,5980.0
R Panchal (ESP),India,1993-2024,22,18,24,299,71*,27.18,0,1,10,98.04,11164,33.52,211,1991,99.61,93.94,39,212,41,55,26.32,137,40.02,4.25,42.82,3/29,4540,9,8,1359.0909090909092
Ashraf Ali (PAK),Sri Lanka,1989-2024,24,17,43,298,65,33.11,0,2,3,97.83,9181,44.61,186,230,89.84,83.86,47,85,22,91,74.14,3,29.75,5.43,13.24,7/44,3489,39,2,1241.6666666666665
DS Bajwa (CAN),England,1999-2023,18,17,3,298,56,18.62,0,2,18,94.15,12428,55.84,445,560,97.72,54.25,39,260,49,43,54.13,569,35.84,8.09,13.71,3/44,1677,11,3,1655.5555555555557
EJ Chatfield (NZ),Bangladesh,2003-2021,157,102,41,298,21*,9.31,0,0,6,86.72,10021,61.64,107,1736,79.49,97.31,14,32,39,56,82.56,349,18.33,6.19,43.14,4/25,1184,7,0,189.80891719745222
SC Getkate (IRE),Afghanistan,1998-2024,34,28,39,298,30,12.41,0,0,9,121.53,5487,33.0,329,1395,94.28,68.84,9,255,28,32,24.31,96,14.28,3.63,16.49,5/18,1860,8,9,876.4705882352941
ACB Langton (SA),Pakistan,1997-2021,15,23,35,298,73*,15.68,0,2,4,141.63,1052,28.91,219,81,79.19,65.2,22,183,33,1,86.37,312,23.24,4.73,54.13,1/49,2432,14,3,1986.6666666666667
A Mitchell (ENG),Sri Lanka,1999-2023,6,10,1,298,72,29.80,0,2,12,60.98,1364,28.02,11,1106,51.74,61.49,8,29,35,81,28.55,36,48.94,4.52,57.98,5/17,1985,33,6,4966.666666666666
W Miyauchi (JPN),West Indies,1993-2023,23,19,43,298,72,18.62,0,2,6,83.07,16377,32.43,495,986,77.32,69.58,35,15,2,35,63.26,37,37.61,8.61,45.58,2/12,3660,40,3,1295.6521739130435
A Shirai-Patmore (JPN),New Zealand,1980-2022,26,21,16,298,38,15.68,0,0,3,110.27,10313,48.69,117,1345,91.43,97.73,33,46,3,81,47.58,170,27.18,4.56,47.56,5/25,4459,35,2,1146.1538461538462
A Limdawala (MWI),Afghanistan,1985-2021,33,21,6,297,54*,18.56,0,1,0,119.0,12977,63.64,400,1803,53.13,72.54,21,41,3,66,54.61,310,48.92,3.11,25.58,2/48,709,40,7,900.0
S O'Linn (SA),England,2000-2021,7,12,27,297,98,27.00,0,2,15,93.79,5701,28.04,155,124,54.6,83.84,45,22,45,62,35.33,262,47.76,4.32,25.83,3/18,4960,46,4,4242.857142857143
N Phillip (WI),Pakistan,1995-2021,10,16,30,297,47,27.00,0,0,12,112.34,8658,64.47,394,222,81.79,50.6,10,170,17,3,81.16,44,49.89,5.3,22.85,1/44,4922,37,3,2970.0
Arslan Amjad (EST),Afghanistan,2009-2024,19,18,10,296,63,17.41,0,2,12,120.47,12235,30.58,22,239,69.86,83.67,43,132,16,97,65.63,249,18.32,6.27,37.18,5/11,3604,2,6,1557.8947368421052
HMCM Bandara (SL),South Africa,1986-2024,43,31,6,296,43,12.86,0,0,19,144.88,16634,69.52,342,505,60.36,74.08,2,299,12,84,55.84,396,42.85,6.97,38.23,3/32,1735,45,5,688.3720930232558
DN Crookes (SA),England,2016-2024,32,23,44,296,54,14.80,0,1,3,139.94,8017,26.58,353,1567,80.43,64.33,39,267,10,56,55.71,43,33.99,9.79,28.48,2/16,693,7,7,925.0
GE Palmer (AUS),New Zealand,1982-2021,17,25,4,296,48,14.09,0,0,2,74.56,3053,30.82,414,524,71.37,82.89,11,121,48,61,77.08,232,11.95,3.19,48.16,7/43,207,39,4,1741.1764705882351
M Podosky (PHI),Sri Lanka,1983-2023,23,23,32,296,41,14.80,0,0,3,134.41,14821,53.98,191,910,57.81,69.88,43,274,10,62,65.09,157,37.23,9.05,41.9,2/40,477,31,0,1286.9565217391305
